A									
gossiping (n)			The act of talking about the details of other people’s lives, often in a judgmental or unkind way, and not knowing if the details are true or not.		talking behind people’s backs, idle talk, tittle-tattling (informal)		Gossiping was a harmful behavior I was quickly able to let go of, once I understood I talked about others because I felt so bad about myself and my own life.		"BRB pp. 212, 307
YWB pp. 19, 121
SMR p. 298"
gossip (v)			To talk about the details of other people’s lives, often in a judgmental and/or unkind way and not knowing if the details are true or not.		to talk behind people’s backs, to tittle-tattle (informal)		I sometimes gossip as an unhealthy coping mechanism, because it temporarily takes the focus off me and my own problems.		"BRB pp. 43-44,70, 177
YWB pp. 94, 122
SMR p. 198
LPG p. 35"
grandchild of an alcoholic: see also P: para-alcoholic, para-alcoholism			An adult child whose grandparent(s), not parent(s) suffer from alcoholism. They also identify with the Laundry List traits and feelings of shame and abandonment, the same as the children of alcoholic parents do. This is because without treatment, the disease of family dysfunction is passed down to the next generation, even when the next generation does not have an alcohol addiction. 		An adult child whose grandparent(s), not parent(s), were alcoholic (s)		Technically, I am a grandchild of an alcoholic. Neither of my parents drank, but they were both children of alcoholics and our family was deeply affected by their adult child symptoms. 		BRB p. 55
grief (n) – see also S: stuck grief			The human response to the loss of someone or something important. A major component of grief is usually a deep sadness, but other emotions, such as anger, may also be felt. 		emotional distress from loss		I felt tremendous grief when my sister died. I also felt grief when I had to sell my house that I loved.		"BRB pp. 82-83, 88, 199-204
YWB pp. 86, 112-115, 170
SMR pp. 21, 52, 123, 178
LLWB pp. 76, 133
LPG pp. 13, 26, 79, 184
ANH pp. 8, 28, 40"
H									
HALTS (saying)			An acronym which stands for the words ‘hungry, angry, lonely, tired, and serious, sad, or sick’. It is used to remind us to stop and assess our emotional and physical state, and address any of these feelings before acting on a situation. 		the potential trigger conditions of being: hungry, angry, lonely, tired, serious, sad, or sick		A big part of my recovery has been learning to pause for a moment before making a decision or acting on a situation. I check in with myself using HALTS, and if I am experiencing any of these feelings, I address them first before doing anything else.		"BRB p. 427
SMR p. 321"
harbor my secrets (v)			Keep my secrets, not talk about something. 		keep my secrets		Early in recovery I noticed I was harboring some of my secrets from my sponsor, out of fear of being judged. 		BRB p. 396
hard-won (adj)			Something that is achieved only through hard work.		hard-earned, accomplished with difficulty		The rewards of my recovery have been hard-won, but they are definitely worth the work.		"BRB p. 252
YWB p. 148"
harm (n)			Physical or emotional damage		damage, injury		Judging myself harshly causes me harm, so I am trying to be gentler and accepting of myself, especially when I make a mistake.		"BRB pp. 9, 32
YWB pp. 1, 12, 49
SMR pp. 22, 122
LLWB pp. 23, 161
LPG pp. 10, 25, 187
ANH pp. 20, 32"
harm (v)			To cause physical or emotional damage.		hurt, injure, cause damage		Working an ACA program helped me to understand that the emotional abuse and neglect I suffered harmed me just as much as the physical abuse.		"BRB pp. 9, 65, 136
YWB pp. 48, 70
SMR pp. 30, 131
LLWB pp. 163, 166
LPG pp. 125, 191, 197
ANH p. 38"
harmful (adj)			Causing physical or emotional damage.		damaging, injurious, hurtful (for emotional harm)		Verbal abuse is very harmful to children, because they internalize the negative messages they hear repeatedly. 		"BRB pp. 22, 92, 175
YWB pp. 1, 5, 92
SMR pp. 168, 183, 300
LLWB pp. 168, 
LPG pp. 10, 32, 177
ANH p. 14"
harsh (adj)			Cruel, severe.		cruel, severe, brutal		My boss made some very harsh comments about me, which hurt me deeply.		"BRB pp. 32, 48, 58, 148
YWB pp. 16, 27, 168
SMR pp. 283, 373 
LPG pp. 44, 50, 158
ANH pp. 12, 14, 46"
head first (adv)			To do something impulsively without first thinking or planning. 		carelessly, recklessly		As an eager ACA newcomer, I dove head first into Step work without finding a sponsor or fellow traveler first. I was soon overwhelmed with emotions and needed support.		LPG pp. 16
healthful (adj, uncommon)			Beneficial to health, having good health.		healthy		Green vegetables are a particularly healthful food. 		"BRB pp. 231, 422
YWB pp. 134
SMR p. 388
LPG p. i
ANH p. 75"
healthfully (adv, uncommon)			In a way that produces good health.		healthily		I am learning to cook more healthfully, rather than only preparing junk food.		LLWB p. 120
helpline (n)			A service offering support and advice to people on the telephone.		hotline, telephone support service		ACA intergroups can organize a helpline for people to call and get information about the ACA program.		"BRB pp. 256, 509, 536
YWB p. 151"
hero, hero child (n) - see also F: family roles			One of the roles commonly found in a dysfunctional family. The hero child adapts to the dysfunction by becoming extremely competent at home and in school.  This outward success helps the dysfunctional family appear healthy and without problems to themselves (denial) and the outside world. This child often suffers inwardly from extreme perfectionism, fear of failure, loneliness, and the feeling of being controlled by others’ expectations.		the successful child who masks the dysfunction in the family		My brother was the hero child in our family. He did very well in school and sports and my parents often said “Look at him – he’s proof our family is doing just fine.”.		"BRB pp. 98, 422
YWB pp. 5, 113
LPG pp. 49, 50
ANH p. 32"
hide in plain sight (v, idiom)			Be unseen, despite being in open view, often by blending in with the surroundings.		camouflage, hide by blending in with the surroundings		When I ran away from home as a child, I hid in plain sight on a playground with lots of other children.		"BRB p. 288
YWB p. 179"
high-functioning (adj)			Performing at a high level in education, work, etc. This phrase often is connected with a chronic illness, addiction, or other mental health condition, for example, a high-functioning alcoholic.		performing at a high level, despite a debilitating condition (alcoholism, addiction, family dysfunction)		My husband is a high-functioning alcoholic. He hides his addiction well from the outside world and he is successful at work. Only those of us who live with him know the painful truth.		"BRB p. 67
LPG pp. 29, 212"
higher power/Higher Power (n)			A 12 Step, spiritual term meaning anything that is a power greater than you, which helps you heal the impact of family dysfunction. The term is intentionally vague. It includes all people who seek recovery, regardless of what their religious or spiritual beliefs are. Some adult children may associate the term with a religious idea and capitalize the first letters in Higher Power, to show respect. Others may find their higher power in other sources, such as nature, or a 12 Step fellowship. They might choose not to capitalize higher power, to avoid any suggestion of a religious presence.  Each person defines their own higher power. Most adult children also experience their higher power as loving and caring.		a power greater than myself		Once I let go of my childhood idea of an angry, punitive god, I was able to connect with a gentle higher power that loved me unconditionally.  		"BRB pp. xxix, 40, 75-76, 79
YWB pp. 6, 10-12, 44-46
SMR pp. 14, 38, 51, 109 
LLWB pp. viii, 53, 121
LPG pp. iv, 8, 21, 57
ANH p. 36"
hit bottom (v, idiom)			The moment when an adult child can no longer tolerate the impact of family dysfunction. This may include their emotional pain. It also may include addictions and other harmful behaviors. A person who hits bottom is completely ready to seek help and learn a new way of living.		reach one’s breaking point, reach a point that is so bad you are willing to do anything to change it		I hit bottom when I could no longer work, because of my depression and the Laundry List traits that were controlling my life. It was at that point I went to my first ACA meeting.		"BRB pp. 67, 274
YWB p. 169
SMR p. 17, 343 
LLWB p. 2 "
home group (n)			A specific ACA meeting that you attend regularly over a longer time, and where you feel a sense of belonging. This is the group where you establish relationships with other fellow travelers, do service, and celebrate your ACA anniversaries. The home group often becomes the chosen or extended family for many adult children.		main meeting, home meeting		My home group meets on Wednesday evening and I have been attending it regularly for 2 years. 		"BRB p. 270
YWB p. 166
SMR p. 280"
hone in on (v, idiom)			To direct your thoughts or attention towards something.		zero in on, focus on		Once I identified which Laundry List traits I identified with the most, I was able to hone in on how they affected my life and slowly learn healthier ways to live.		BRB p. 396
honor (n)			The privilege of being associated with a person or group.		privilege, matter of great respect		It was a great honor for me to be one of the speakers at an ACA conference, and have the opportunity to give back to the fellowship.		BRB p. xviii
honor (v)			To regard or treat (someone) with admiration and respect. 		respect		In recovery I am learning to honor my own feelings and boundaries, rather than push them aside to make other people comfortable.		"BRB pp. xxii, 79, 241, 526
YWB pp. 19, 99, 141
SMR pp. 268, 322, 341
LLWB p. vii
LPG pp. 1, 34, 79
ANH p. 36"
honor(s) student (n)			An academic distinction given to a superior student, usually the students at school with the highest grades.		star pupil, student at the top of their class, top student		I did well in school and was regularly and was regularly an honor student.		"BRB pp. 98, 486
YWB p. 5"
hung over (adj, idiom)			Hung over usually means feeling physically unwell after drinking too much alcohol. However, it can also be used to describe feeling tired, confused, and/or unwell after an event or situation in which you experienced a lot of intense emotions.		feeling the after-effects		After sharing some of my childhood trauma with my sponsor, I felt emotionally hung over the next day. 		"BRB p. 154
YWB p. 73
SMR p. 3"
hypervigilance (n)			A long-term symptom of childhood trauma. To survive an abusive or neglectful home, some children constantly scan their environment for possible dangers. This may include the moods and facial expressions of their parents or caregivers. This extreme state of fear and hyper-alertness can become automatic and persist even long after leaving home. Constantly being on alert for potential danger eventually causes physical and emotional exhaustion. Adult children may avoid or overreact to situations that make them feel hypervigilant. This can obviously affect their relationships, work, home life, and overall health.		extreme hyperarousal		Hypervigilance before recovery meant I could never relax around other people; I always had to be alert for signs that the people around me might be angry or otherwise upset. 		"BRB pp. 12, 160, 345
YWB pp. 76, 96, 149
SMR pp. 104, 142, 218
LLWB p. 53
LPG pp. 92, 120
ANH p. 39"
I									
identified alcoholic (n)			The person in a dysfunctional family that is understood to have an addiction to alcohol. 		recognized alcoholic		My mother was the identified alcoholic in the family, but my non-drinking father was just as dysfunctional, and had a deeply codependent relationship with her.		BRB p. 23
Identity Papers (n)			The original three ACA documents, written between 1984 and 1987, which define what it means to be an adult child and to suffer the effects of growing up in an alcoholic/dysfunctional home. They are called the Identity Papers because they explain the “identity” of the adult child. The Papers also present the basic the language, focus, and method of recovery that makes ACA different from other 12 Step programs.		founding documents of ACA, the original writings of the founders of ACA, which define what it means to be an adult child and how to recover 		The original Identity Papers appear in the Big Red Book, in Chapters 6 and 10.		"BRB p. 351
YWB p. 6
SMR p. 85"
inclusion (n)			The act of including someone into a group		involvement		A sense of inclusion is very important to children as they grow up; they need to feel involved in their family and social circles.		"BRB pp. 56, 61, 
LPG pp. 112, 188"
inclusiveness (n)			The quality of accepting all different kinds of people and treating them equally.		the quality of a group or organization of being open to everyone and treating them equally		The inclusiveness of ACA means that anyone who wants to recover from the disease of family dysfunction can be a member, regardless of whether or not your parent was an alcoholic.		BRB pp. 61-64, 605
inclusivity (n)			The state of actively seeking out and including those people who may not be represented by the majority or mainstream. It is inclusiveness taken one step further, where not only is a group open to all, but they actively seek to have diverse members and their viewpoints represented. “Showing special sensitivity to the viewpoint of the minority.” BRB p. 601		actively including people and opinions that are not represented by the majority, and giving their viewpoints equal consideration.		True inclusivity in an ACA business meeting means that all opinions are heard and given equal weight in the discussion, not only those in the majority.		"SMR p. 45
ANH p. 66"
indifference (n)			A lack of interest, concern or sympathy for a person, group, or situation		disinterest, apathy		My mother, overwhelmed with her own life problems, showed a real indifference to the emotional needs of her children.		"BRB p. 661
YWB pp. 50, 52, 73
LPG p. 64"
indifferent (adj)			Having a lack of interest, concern, and sympathy for a person, group, or situation		disinterested, apathetic		Before recovery, I often felt indifferent to my own emotional and physical needs, but I was always ready to take care of someone else.		"BRB pp. 31, 75, 267
YWB pp. 3, 8, 164
ANH p. 37"
individuation (n)			The process in which individual things or people are seen and understood as distinct and separate from others in a group. 		identification of each separate part of a group		ACA has helped me with individuation, in other words, to let go of my parents’ identities and discover my own.		LPG p. 21
inner child (n): see also C: child within			A person’s younger self, often hidden in the subconscious mind. It is the playful, creative, and spontaneous part of our personalities. For adult children, however, the inner child also carries the unhealed fear, grief, and anger from growing up in a dysfunctional family.		child within		In ACA I finally understood that the deep sadness and fear of abandonment I had been carrying for years was my inner child, stuck in the trauma of 30 years ago. 		"BRB pp. xxvi, 90, 100, 106
YWB pp. 6, 10, 58
SMR pp. 43, 134, 232
LLWB pp. 32-33 
LPG pp. 9, 10, 13
ANH p. 28"
inner critical parent (n) – see also C: critical inner parent, critical parent, critical survival parent			The internalized voice of our dysfunctional caregivers. It is the part of our thinking some people call “the critical voice in my head”.  It uses perfectionism, all-or-nothing thinking, control, and judgment to harshly criticize us and others. The original job of this inner family member was to help keep us safe in the dysfunctional family home. However, in adulthood it has a negative, destructive effect instead. The critical inner parent is sometimes also referred to as the critical survival parent, inner critical parent, or simply critical parent.		internal critic, critical inner parent, critical parent, critical survival parent		My inner critical parent shamed me in the past for feeling sad or angry.		"BRB pp. 296, 306
SMR pp. 62, 110
LPG pp. 9, 11, 48
ANH pp. 16, 20, 22"
inner drugs (n)			Certain feelings and states, for example excitement, fear, stress, and shame, that many adult children are attracted or even addicted to. This is because these emotions, and the surges of hormones the body naturally releases with them, are so familiar to us from our dysfunctional childhoods that as adults we regularly seek them out. The rush of adrenaline we get from such emotions can also help us feel alive instead of numb or disconnected. 		negative states and emotions we crave because they are familiar and make us feel alive		Shame and stress are the inner drugs most difficult for me to let go of, because I grew up feeling them almost constantly. While they are definitely unpleasant, they are also familiar, and so I have the sense I am doing things right when I feel them.		"BRB pp. 16, 23, 457
SMR p. 242 
LLWB p. 166"
inner drug store/inner drugstore/inside drugstore (n) – see also A: addicted to excitement, I: inner drugs, inside drugstore, 			The place inside our bodies where adult children can get a surge of adrenaline or other hormones from negative emotions or states like excitement, fear, stress, and shame. We do this because it gives us the feeling of being alive, connected, or distracted from our pain.  Inner drug store and the phrase inside drugstore are synonyms.  Drug store is sometimes written as two separate words.		internal pharmacy, bank of negative feelings we crave because they are familiar and comfortable		Before recovery, I went to my inner drug store for a hit of adrenaline whenever I felt bored or numb. 		"BRB p. 16
SMR pp. 73, 295, 374
LLWB p. 166
LPG p. 120"
insane (adj)			"1. Unreasonable, irrational
2. Seriously mentally ill. Insane is no longer a medical diagnosis, however.
 "		"1. irrational, unreasonable
2.  mentally ill, mentally unwell"		"1. Regularly screaming at and shaming children, but then expecting them to grow up healthy and confident is actually insane behavior.
2.  Before ACA recovery, I worried I was going insane, because I did not understand why I felt so confused and out of control all the time."		"1. BRB pp. 130, 134, 241
   YWB pp. 44, 48
    SMR p. 73 
    LLWB p. 154
2. BRB pp. 100, 124, 150
     YWB pp. 6, 24, 51
     SMR p. 145"
insanity (n)			"1. Extreme unreasonableness or irrationality, distorted thinking and behavior
2. The state of being seriously mentally ill. This is no longer an official medical term, however.
 "		"1. irrationality, distorted thinking/behavior
2.  Serious mental illness"		"1. Trying to work long hours without taking a break is insanity.
2.  Insanity was a term people used in the past for all kinds of mental illnesses, but it is now considered old-fashioned and even inappropriate to use the word this way."		"1. BRB pp. 122, 131, 134
    YWB pp. 22, 45, 46
    SMR pp. 36, 67, 360
    LLWB pp. 86, 154, 172
    LPG p. 81
    ANH p. 72
2. BRB pp. 25, 283
   YWB p. 176
   SMR pp. 36, 67, 360
   LLWB pp. 154, 155, 172
   "
inside “drugging” (n): see also A: addicted to excitement, I: inner drugs			The adult-child habit of using certain emotions/states (excitement, stress, fear, shame, etc.), and the associated adrenaline surges, to feel alive, connected, distracted from our pain. 		seeking out certain emotions and states in order to feel alive, connected, or distracted		Inside drugging was a big part of my life before recovery; because I felt lost and numb without constant excitement and adrenaline. 		BRB p. 23
internalize (v)			To accept or absorb an idea, belief, attitude so that it becomes part of your character.		embody, adopt, take on		While my parents never directly said “I don’t love you.”, I internalized the years of neglect and abuse and grew up believing I was unlovable and unworthy.		"BRB pp. 22-23, 27, 38
YWB pp. 1, 74
SMR pp. 99, 215, 351
LLWB p. 132, 137
LPG pp. 32, 35, 50
ANH pp. 20, 73"
issue (n)			An important subject or problem.		concern, matter		I believe my abandonment issues are the root cause of my struggles in life.		"BRB pp. 40, 63, 76
YWB pp. 4, 10, 25
SMR pp. 32, 53, 98
LLWB pp. 112, 161, 176
LPG pp. 34, 40, 72
ANH pp. 12, 14, 63"
It works if you work it. (saying)			This 12 Step program saying means recovery is guaranteed if you fully work the program to the best of your ability. 		Recovery happens when you truly work an ACA program.		I truly believe that it works if you work it and if I feel like I am not progressing in my recovery, I stop and ask myself if there is an area where I am not active in my ACA program. 		"BRB p. xix
SMR p. 25"
J									
judgmental (adj)			Tending to make quick, critical, negative opinions about people or situations. 		quick to find fault, quick to criticize, censorious		For many adult children, the being judgmental also means being quick to judge yourself, not just other people.		"BRB pp. 209, 214, 243
YWB pp. 118, 122, 142
SMR p. 64 
LPG pp. 111, 119, 123
ANH p. 14"
judgmentalness (n, nonstandard) – see also J: judgmental			The quality of being quick to form critical, negative opinions of people or situations. Judgmentalness is not an official word in the English language, but rather a word specific to ACA literature.		being judgmental, being quick to find fault		I am trying to overcome my judgmentalness. I have found it much easier to stop finding fault in other people, but not immediately criticizing myself harshly has been more difficult. 		"BRB pp. 23, 35, 111
YWB pp. 14, 118, 127
LLWB pp. 53, 110"
judged ourselves without mercy (v) 			Evaluated ourselves very harshly, in an extremely critical manner, without sympathy or compassion.		condemn, to find fault without sympathy or compassion		When a problem occurs at home or work, we adult children have often judged ourselves without mercy and assume everything is our fault. 		"BRB p. 202
YWB pp. 9, 112, 135"
K									
keep it simple (saying, idiom)			Make whatever you are doing as uncomplicated and easy as possible. This is a popular 12 Step program saying, reminding us that the simple solutions in recovery are often the best ones.		do things in the least complicated way possible		It’s important to keep it simple when doing Step Nine. A short, uncomplicated apology is best, without a long explanation of why you behaved poorly.		"BRB pp. 116, 242, 244
YWB pp. 17, 141, 148
SMR pp. 154, 318
LPG pp. 51, 206"
keeping house (v, idiom)			The activity of cooking, cleaning, and doing all the jobs of managing a home.		housework, managing a home		Keeping house can be overwhelming, but I find it easier if I make a list and break down the big jobs into several smaller ones.		BRB p. 396
keep our word (v, idiom) 			Be reliable, do what we promise we will do.		be reliable, stand by our promise (idiom), be true to our word (idiom)		As parents, we believe it is very important to keep our word to our children, so that they know they can trust us.		"BRB pp. 48, 253, 369
YWB p. 149"
kept them at bay (v, idiom) 			Prevented something or someone from coming close to you or creating problems for you.		hold them off (idiom), stave them off (idiom)		I kept the company I owed money to at bay by paying them a very small amount every week.		BRB p. 69
knock ourselves out (v, idiom) 			Work very hard at something, to the point of exhaustion.		try our hardest, push ourselves 		A common characteristic of adult children is that we often knock ourselves out trying to impress people and win their approval.		"BRB p. 134
YWB p. 47
LPG p. 82"
L									
Laundry List (n)			The ACA Laundry List is an inventory of 14 identifiable traits that adult children have in common. These traits were formed in childhood in order to survive in a dysfunctional family. The term laundry list is a general expression in English which means ‘a long list of things to do’. It originates from a time when most people sent their clothes out to be washed by a laundry service, together with a list of each and every item.		list of common behaviors, list of survival traits, the 14 characteristics that define the adult child		When I first read the Laundry List, I felt truly seen and understood. It described the behavior that had controlled me for most of my life		"BRB pp. xiv, xxxi, 4, 7
YWB pp. 13-14, 72
SMR pp. 3, 26, 70, 193
LLWB pp. vii, 133, 160
LPG pp. 11, 82, 118, 172
ANH pp. 10, 20"
laundromat (n)			In general U.S. English, a laundromat is a self-service laundry, a public place with coin-operated machines. It also has a second, special meaning unique to ACA literature. Because Chapter 14 of the Big Red Book deals with how our Laundry List traits can also appear at work, the term laundromat is here used, somewhat humorously, to refer to any place where an adult child works.		the adult child’s workplace		After about a year of working my ACA program, I began to see that I was relying on my Laundry List traits at work as well as at home. I jokingly called my office the laundromat when discussing it with my sponsor.		BRB p. 417
living amends (n)			Making a sincere commitment to a person you have harmed that you will change your hurtful and unhealthy behavior, one day at a time. You are living the apology through your changed behavior. 		commitment to conscious change from harmful to healthy behavior		I have made a living amends to my children to be a loving and understanding parent, now that I know how.		"BRB pp. 114, 639
YWB pp. 16
SMR p. 113
LPG pp. 2, 145, 185"
loss (n) – see also G: grief			The situation of no longer having someone or something important to you. It is usually accompanied by feelings of sadness, pain, and possibly anger.		absence of someone or something important		In recovery I am beginning to finally grieve numerous losses in my life; the loss of my mother’s love and attention after she started drinking and the loss of my childhood when I had to start taking care of her and my siblings at age eight.		"BRB pp. xx, 22, 60
YWB pp. 13, 78, 86
SMR pp. 31, 149, 306
LLWB pp. 99, 133
LPG pp. 69, 91, 160
ANH pp. 8, 12, 28"
lost child (n) – see also F: family roles			One of dysfunctional family roles. The lost child is often simply not noticed or seen. Perhaps they are even forgotten at times by the other family members. This role can be placed on a child by neglectful parents, or it can be a role a child assumes themselves as a form of protection, being quiet and hiding alone in their room all the time is a way to avoid the dysfunction. Adult lost children can suffer from trust issues and severe loneliness, as they did not have the opportunity in childhood to learn how to form healthy relationships. 		invisible child, forgotten child		My younger brother was the lost child in our dysfunctional family. While the rest of us kids were fighting, or trying to take care of the house and each other, he read books alone in his room for hours. We often forgot he was even there.		"BRB pp. 97-98, 135, 422
YWB pp. 5, 47
SMR pp. 50, 107
LPG p. 69
ANH pp. 12, 20"
loving parent/Loving Parent (n) - see also B: becoming your own loving parent, R: reparenting			One member of each adult child’s inner family, who already exists inside each of us, although usually unacknowledged. For example, it can be understood as the part that helped us take care of ourselves as children, when our caregivers did not. For some adult children it is the part of us that shows love and compassion to others. For others, it  is their higher power working through them. However we understand it, the loving parent needs to be identified and developed as part of each adult child’s ACA recovery. Becoming your own loving parent means learning to redirect your compassion inwards, towards yourself, instead of listening primarily to the inner critical voice, and giving yourself the unconditional love, support, nurturing and guidance you did not get from your original caregivers. 		inner compassionate caregiver		Developing my inner loving parent was a fundamental aspect of my ACA recovery. I started by asking myself, whenever I was upset or overwhelmed, “How would I comfort and guide a small child who was feeling like I am?”. 		"BRB pp. 296-298, 310, 337
YWB pp. 11, 115
SMR pp. 110, 115, 194
LLWB pp. 33, 61
LPG pp. 9, 14, 21, 23
ANH p. 24"
M									
mascot (n) - see also F: family roles- see also F: family roles			One of the dysfunctional family roles. The entertainer and the peacemaker in the family, who uses humor and charm as survival skills to diffuse tense or dangerous situations in the home. It is often, but not always, the youngest child. The mascot, like the hero child, is often seen as the representative of the family to the outside world, as a mask to suggest everything in the home is fine. While seeming happy on the outside, mascot adult children often struggle with connecting to and expressing their emotions, and therefore can find it difficult to have deeper, authentic connections and relationships. They are often people-pleasers.		family clown, family comedian, comic relief		My little sister was the mascot of our dysfunctional family. She would do silly dances or make jokes to calm the rest of us children when our parents were fighting. 		"BRB pp. 70, 98
YWB p. 5
SMR p. 59
LPG p. 69
ANH pp. 14, 20"
made great strides (v, idiom) 			Made significant progress towards achieving a goal.		developed, progressed, advanced		A few months after I started working the Steps, I recognized I had made great strides in my recovery. 		"BRB p. 143
YWB p. 60
SMR p. 17"
mental illness (n)			An umbrella term for the varied conditions that involve significant changes in a person’s thinking, emotional regulation, and/or behavior. These changes can cause distress at work, socially, and in family life. Mental illness is today generally considered a medical problem, like diabetes or heart disease, and is treatable with a variety of methods.		mental health disorder, mental health condition, psychiatric disorder		I was diagnosed as an adult with the mental illnesses PTSD and depression, which I believe are the direct result of growing up in a dysfunctional family.		"BRB pp. 57, 96, 143
YWB pp. 4, 60
ANH p. 12"
mercy (n) – see also J: judged ourselves without mercy, W: were completely at the mercy of others,			Compassion and forgiveness shown towards someone you are in the position to punish or harm (including yourself).		forgiveness, clemency, grace		The judge had mercy on the woman who was convicted of drug possession; she understood that addiction is a disease and ordered the woman to seek treatment rather than go to prison.		"BRB pp. 103, 199, 213
YWB pp. 9, 112
SMR pp. 97, 267
ANH p. 22"
mindfulness (n)			"The practice of being consciously aware of your environment and your own feelings in the present moment, without judgement or thought to the past or the future. “Non-judgmental, present-moment awareness.’ LPG p. 38 
It is both a specific practice, a form of meditation, as well as a way of living day-to-day. "		present-moment awareness without judgment		I began practicing mindfulness by thinking about how my feet felt on the ground while taking a walk, and how the wind felt on my skin. It stopped me focusing on my anxiety about the past and future. 		LPG pp. 38-39, 41, 88
mistrust (n)			A lack of trust in someone or something, suspicion.		suspicion		Because my dysfunctional parents often didn’t keep their promises or treat us children very kindly, I developed a sense of mistrust towards people in general, which followed me into adulthood.		"BRB pp. xxiii, 84
SMR pp. 107, 324
LPG pp. 64, 158"
N									
"neglect (n) – see also A: abuse, 
C: childhood neglect"			The failure to take proper care of someone or something. In the context of a dysfunctional family, it is a situation where caregivers regularly fail to meet the physical and/or emotional needs of a child. These are food, shelter, clothing, medical care, adequate supervision, education, socialization, nurturing, and affection. Neglect is a form of abuse and can have lasting negative cognitive, emotional, and physical effects on the child.		abandonment, negligence of the duty of care		The neglect in my dysfunctional childhood was that very little attention was paid to any of my emotional needs. I had enough food, clothes, and shelter - but very little love, attention, praise, guidance, or support.		"BRB pp. 29-31, 33, 181
YWB pp. 48, 98
SMR pp. 128, 201
LLWB pp. 120, 166
LPG pp. 24, 194, 204
ANH pp. 12, 32"
numb out (v, idiom)			Do something that desensitizes you from your emotions. For example, using alcohol, drugs, food, or compulsive behavior to dull your feelings.		use a substance or behavior to severely dull your ability to feel, desensitize		Some adult children use TV or scrolling the internet to completely numb out from their feelings.		LPG p. 70
numbed-out (adj, idiom)			Completely desensitized to physical and/or emotional sensations, as a result of trauma or a stimulus such as a drug.		unable to feel anything, dissociated		As a result of the constant abuse at home, I eventually became a totally numbed-out child. 		SMR pp. 259
numbing (n, uncommon) – see also P: psychic numbing			The state of being unable to feel emotions, or the full range of human emotions and/or physical sensations. This occurs when feelings and sensations have become “frozen”, which is an unconscious defense mechanism against abuse and neglect in the dysfunctional home.		psychic numbing, emotional numbness, frozen feelings and sensations, inability to feel		The numbing I experienced as a child was my brain’s response to abandonment and abuse - it kept me safe from unbearable pain. 		"BRB p. 269
YWB p. 166"
numbing (adj)			An adjective describing any substance or behavior that can dull or deaden physical and/or emotional sensations.		desensitizing 		As a young child, I discovered that eating a lot of food, especially sweet or starchy food, had a temporary numbing effect on my emotional pain. 		"SMR pp. 259
LPG pp. 63, 66, 73"
numbness (n)			A partial to complete lack of physical and/or emotional feeling. 		desensitization		When I feel shame, I often experience a sudden numbness in my hands and feet which makes it hard to physically move.		"BRB p. 178
YWB pp. 96, 99
LPG pp. 13, 78, 120
ANH p. 39"
nurture (v)			Care for, feed, and protect someone or something while they are growing. Nurturing a child includes more than just caring for their physical needs. It also requires providing support and healthy growth opportunities for their intellectual, emotional, and spiritual development.		encouraging and supporting the healthy development of someone or something		While my parents gave sufficient attention to my physical and intellectual development, they lacked the capacity to nurture me emotionally or spiritually. 		"BRB pp. 18, 159, 160
YWB pp. 15, 76, 158
SMR pp. 131, 141, 305
LLWB p. 33
LPG pp. 7, 12, 25
ANH p. 24"
O									
one’s self *, oneself (pronoun)			"A reflexive pronoun which refers back to the subject of a sentence. It is used to replace the pronouns herself or himself, in situations where the speaker/writer does not want to assign gender to the subject. It can also be used in more formal language to refer back to the speaker. In this case it replaces the pronoun myself. This pronoun is also sometimes used to emphasize that the subject did something alone, without the help of others.
*In the past, one’s self and oneself were sometimes both used to mean the gender-neutral, third person reflexive pronoun (see usage example sentence). However, in Standard modern English, one’s self and oneself are two different words, with different meanings. According to the context, the writers of the Big Red Book most likely intended to use the word one’s self as a reflexive pronoun, which is now usually written as one word - oneself. When translating one’s self in ACA literature, it is suggested to use the standard definition of oneself as it appears in this glossary. "		himself, herself, themselves, myself (in cases where the speaker is referring back to their own person)		An adult child learns in ACA to reparent oneself, and not always look first to other people to provide that unconditional love and support.		"BRB pp. 45, 61
YWB pp. 13, 184
ANH p. 66"
opinion (n) – see also D – doctor’s opinion			"1. Someone’s viewpoint or judgement, not necessarily based on fact or knowledge.
2. A professional or expert’s advice about a particular subject "		"1. belief, viewpoint
2. a professional’s expert advice"		"1. ACA has taught me that I have a right to have my own opinions about everything, including religion, politics, and my family, even if they are different to what my family believes.
2. I decided to seek a lawyer’s opinion about setting legal boundaries with my abusive ex-partner."		"1. BRB pp. 44, 80, 252
    YWB pp. 2, 19, 118
    SMR pp. 27, 61, 171
    LLWB pp. 18, 113, 146
    LPG pp. 34, 115, 207
     ANH p. 78
2. BRB pp. xiii. xvi, xxvii
    SMR p. 88, 391
    LPG p. 101
    "
overwhelm zone (n) – see also C: comfort zone, challenge zone			An emotional state which exists beyond the challenge zone. In this state, recovery work is more difficult or even impossible. Overwhelm can occur for various reasons, such as tiredness, a trigger, or a general feeling that the current environment is not safe. When we find ourselves in the overwhelm zone, pausing active recovery work and taking a gentleness break, or calling another ACA member, can help. 		The point where you are emotionally unable to continue recovery work and need a break		While working the Steps with another ACA member, a painful memory came up and went into the overwhelm zone. We took a break from the work to regain a sense of calm and safety.		LPG pp 4, 222
P									
